,Title,key_1,Year,tconst,titleType,primaryTitle,originalTitle,isAdult,startYear,endYear,runtimeMinutes,genres
3535,autumn in new york,2000,2000,tt0174480,movie,autumn in new york,autumn in new york,0.0,2000.0,,103,"Drama,Romance"
2397,avalanche,1978,1978,tt0077189,movie,avalanche,avalanche,0.0,1978.0,,91,"Action,Drama,Thriller"
2914,awakenings,1990,1990,tt0099077,movie,awakenings,awakenings,0.0,1990.0,,121,"Biography,Drama"
1416,b*a*p*s,1997,1997,tt0118663,movie,b*a*p*s,b*a*p*s,0.0,1997.0,,91,Comedy
1681,b. monkey,1998,1998,tt0120594,movie,b. monkey,b. monkey,0.0,1998.0,,92,"Crime,Drama,Romance"
44,babe,1995,1995,tt0112431,movie,babe,babe,0.0,1995.0,,91,"Comedy,Drama,Family"
2253,babe: pig in the city,1998,1998,tt0120595,movie,babe: pig in the city,babe: pig in the city,0.0,1998.0,,97,"Adventure,Comedy,Drama"
1910,babes in toyland,1961,1961,tt0054649,movie,babes in toyland,babes in toyland,0.0,1961.0,,106,"Comedy,Family,Fantasy"
2417,baby geniuses,1999,1999,tt0118665,movie,baby geniuses,baby geniuses,0.0,1999.0,,97,"Comedy,Crime,Family"
762,babyfever,1994,1994,tt0109191,movie,babyfever,babyfever,0.0,1994.0,,109,"Comedy,Drama"
3282,bachelor party,1984,1984,tt0086927,movie,bachelor party,bachelor party,0.0,1984.0,,105,Comedy
2284,back to school,1986,1986,tt0090685,movie,back to school,back to school,0.0,1986.0,,96,"Comedy,Romance,Sport"
1208,back to the future,1985,1985,tt0088763,movie,back to the future,back to the future,0.0,1985.0,,116,"Adventure,Comedy,Sci-Fi"
1905,back to the future part ii,1989,1989,tt0096874,movie,back to the future part ii,back to the future part ii,0.0,1989.0,,108,"Adventure,Comedy,Sci-Fi"
1906,back to the future part iii,1990,1990,tt0099088,movie,back to the future part iii,back to the future part iii,0.0,1990.0,,118,"Adventure,Comedy,Sci-Fi"
2916,backdraft,1991,1991,tt0101393,movie,backdraft,backdraft,0.0,1991.0,,137,"Action,Drama,Mystery"
159,bad boys,1995,1995,tt0112442,movie,bad boys,bad boys,0.0,1995.0,,119,"Action,Comedy,Crime"
383,bad company,1995,1995,tt0112443,movie,bad company,bad company,0.0,1995.0,,108,"Crime,Drama,Thriller"
410,bad girls,1994,1994,tt0109198,movie,bad girls,bad girls,0.0,1994.0,,99,"Action,Adventure,Romance"
3061,bad lieutenant,1992,1992,tt0103759,movie,bad lieutenant,bad lieutenant,0.0,1992.0,,96,"Crime,Drama,Thriller"
1111,bad moon,1996,1996,tt0115610,movie,bad moon,bad moon,0.0,1996.0,,80,"Horror,Thriller"
1192,bad taste,1987,1987,tt0092610,movie,bad taste,bad taste,0.0,1987.0,,91,"Comedy,Horror,Sci-Fi"
3468,badlands,1973,1973,tt0069762,movie,badlands,badlands,0.0,1973.0,,94,"Action,Crime,Drama"
3597,bait,2000,2000,tt0211938,movie,bait,bait,0.0,2000.0,,119,"Action,Comedy,Crime"
15,balto,1995,1995,tt0112453,movie,balto,balto,0.0,1995.0,,78,"Adventure,Animation,Drama"
1911,bambi,1942,1942,tt0034492,movie,bambi,bambi,0.0,1942.0,,69,"Adventure,Animation,Drama"
3631,bamboozled,2000,2000,tt0215545,movie,bamboozled,bamboozled,0.0,2000.0,,135,"Comedy,Drama,Music"
1041,bananas,1971,1971,tt0066808,movie,bananas,bananas,0.0,1971.0,,82,Comedy
3209,band of the hand,1986,1986,tt0090693,movie,band of the hand,band of the hand,0.0,1986.0,,109,"Action,Crime,Drama"
2158,bandit queen,1994,1994,tt0109206,movie,bandit queen,bandit queen,0.0,1994.0,,119,"Action,Biography,Crime"
2425,bandits,1997,1997,tt0118682,movie,bandits,bandits,0.0,1997.0,,110,"Drama,Music"
3410,baraka,1992,1992,tt0103767,movie,baraka,baraka,0.0,1992.0,,96,Documentary
729,barb wire,1996,1996,tt0115624,movie,barb wire,barb wire,0.0,1996.0,,98,"Action,Sci-Fi"
673,barbarella,1968,1968,tt0062711,movie,barbarella,barbarella,0.0,1968.0,,98,"Adventure,Comedy,Fantasy"
414,barcelona,1994,1994,tt0109219,movie,barcelona,barcelona,0.0,1994.0,,101,"Comedy,Drama,Romance"
2715,barefoot in the park,1967,1967,tt0061385,movie,barefoot in the park,barefoot in the park,0.0,1967.0,,106,"Comedy,Romance"
3609,barenaked in america,1999,1999,tt0211219,movie,barenaked in america,barenaked in america,0.0,1999.0,,89,"Documentary,Music"
1726,barney's great adventure,1998,1998,tt0120598,movie,barney's great adventure,barney's great adventure,0.0,1998.0,,76,"Adventure,Comedy,Drama"
2592,barry lyndon,1975,1975,tt0072684,movie,barry lyndon,barry lyndon,0.0,1975.0,,185,"Adventure,Drama,War"
1949,baseketball,1998,1998,tt0131857,movie,baseketball,baseketball,0.0,1998.0,,103,"Comedy,Sport"
1056,basic instinct,1992,1992,tt0103772,movie,basic instinct,basic instinct,0.0,1992.0,,127,"Drama,Mystery,Thriller"
837,basquiat,1996,1996,tt0115632,movie,basquiat,basquiat,0.0,1996.0,,107,"Biography,Drama"
1327,bastard out of carolina,1996,1996,tt0115633,movie,bastard out of carolina,bastard out of carolina,0.0,1996.0,,98,Drama
599,batman,1989,1989,tt0096895,movie,batman,batman,0.0,1989.0,,126,"Action,Adventure"
1479,batman & robin,1997,1997,tt0118688,movie,batman & robin,batman & robin,0.0,1997.0,,125,"Action,Sci-Fi"
169,batman forever,1995,1995,tt0112462,movie,batman forever,batman forever,0.0,1995.0,,121,"Action,Adventure"
1304,batman returns,1992,1992,tt0103776,movie,batman returns,batman returns,0.0,1992.0,,126,"Action,Crime,Fantasy"
3011,batman: mask of the phantasm,1993,1993,tt0106364,movie,batman: mask of the phantasm,batman: mask of the phantasm,0.0,1993.0,,76,"Action,Adventure,Animation"
862,baton rouge,1988,1988,tt0094822,movie,baton rouge,baton rouge,0.0,1988.0,,90,"Crime,Mystery,Romance"
2804,bats,1999,1999,tt0200469,movie,bats,bats,0.0,1999.0,,91,"Horror,Sci-Fi,Thriller"
2394,battle for the planet of the apes,1973,1973,tt0069768,movie,battle for the planet of the apes,battle for the planet of the apes,0.0,1973.0,,93,"Action,Sci-Fi"
3343,battlefield earth,2000,2000,tt0185183,movie,battlefield earth,battlefield earth,0.0,2000.0,,118,"Action,Adventure,Sci-Fi"
2835,battling butler,1926,1926,tt0016630,movie,battling butler,battling butler,0.0,1926.0,,77,"Comedy,Sport"
3615,beach party,1963,1963,tt0056860,movie,beach party,beach party,0.0,1963.0,,101,"Comedy,Musical,Romance"
1581,bean,1997,1997,tt0118689,movie,bean,bean,0.0,1997.0,,89,"Adventure,Comedy,Family"
3607,beautiful,2000,2000,tt0210567,movie,beautiful,beautiful,0.0,2000.0,,112,"Comedy,Drama"
109,beautiful girls,1996,1996,tt0115639,movie,beautiful girls,beautiful girls,0.0,1996.0,,112,"Comedy,Drama,Romance"
3093,beautiful people,1999,1999,tt0159272,movie,beautiful people,beautiful people,0.0,1999.0,,107,"Comedy,Drama,War"
1018,beautiful thing,1996,1996,tt0115640,movie,beautiful thing,beautiful thing,0.0,1996.0,,90,"Comedy,Drama,Romance"
604,beauty and the beast,1991,1991,tt0101414,movie,beauty and the beast,beauty and the beast,0.0,1991.0,,84,"Animation,Family,Fantasy"
1333,beavis and butt-head do america,1996,1996,tt0115641,movie,beavis and butt-head do america,beavis and butt-head do america,0.0,1996.0,,81,"Adventure,Animation,Comedy"
89,bed of roses,1996,1996,tt0115644,movie,bed of roses,bed of roses,0.0,1996.0,,87,"Drama,Romance"
1000,bedknobs and broomsticks,1971,1971,tt0066817,movie,bedknobs and broomsticks,bedknobs and broomsticks,0.0,1971.0,,117,"Adventure,Animation,Comedy"
131,before and after,1996,1996,tt0115645,movie,before and after,before and after,0.0,1996.0,,108,"Crime,Drama,Mystery"
238,before sunrise,1995,1995,tt0112471,movie,before sunrise,before sunrise,0.0,1995.0,,101,"Drama,Romance"
2822,being john malkovich,1999,1999,tt0120601,movie,being john malkovich,being john malkovich,0.0,1999.0,,113,"Comedy,Drama,Fantasy"
1230,being there,1979,1979,tt0078841,movie,being there,being there,0.0,1979.0,,130,"Comedy,Drama"
2334,belizaire the cajun,1986,1986,tt0090710,movie,belizaire the cajun,belizaire the cajun,0.0,1986.0,,103,"Drama,History,Romance"
171,belle de jour,1967,1967,tt0061395,movie,belle de jour,belle de jour,0.0,1967.0,,100,"Drama,Romance"
2202,belly,1998,1998,tt0158493,movie,belly,belly,0.0,1998.0,,96,"Crime,Drama"
2185,beloved,1998,1998,tt0120603,movie,beloved,beloved,0.0,1998.0,,172,"Drama,History,Horror"
1225,ben-hur,1959,1959,tt0052618,movie,ben-hur,ben-hur,0.0,1959.0,,212,"Adventure,Drama"
2393,beneath the planet of the apes,1970,1970,tt0065462,movie,beneath the planet of the apes,beneath the planet of the apes,0.0,1970.0,,95,"Action,Adventure,Sci-Fi"
3405,benji,1974,1974,tt0071206,movie,benji,benji,0.0,1974.0,,86,"Adventure,Family,Romance"
3406,benji the hunted,1987,1987,tt0092638,movie,benji the hunted,benji the hunted,0.0,1987.0,,88,"Adventure,Family"
1371,benny & joon,1993,1993,tt0106387,movie,benny & joon,benny & joon,0.0,1993.0,,98,"Comedy,Drama,Romance"
1615,bent,1997,1997,tt0118698,movie,bent,bent,0.0,1997.0,,105,"Drama,History,Romance"
3606,best in show,2000,2000,tt0218839,movie,best in show,best in show,0.0,2000.0,,90,Comedy
2694,best laid plans,1999,1999,tt0133412,movie,best laid plans,best laid plans,0.0,1999.0,,92,"Crime,Drama,Thriller"
1400,best men,1997,1997,tt0118702,movie,best men,best men,0.0,1997.0,,90,"Action,Comedy,Crime"
1114,best of the best 3: no turning back,1995,1995,tt0112483,movie,best of the best 3: no turning back,best of the best 3: no turning back,0.0,1995.0,,90,"Action,Crime,Drama"
3147,betrayed,1988,1988,tt0094731,movie,betrayed,betrayed,0.0,1988.0,,127,"Crime,Drama,Thriller"
3539,better living,1998,1998,tt0131972,movie,better living,better living,0.0,1998.0,,95,Comedy
3376,better living through circuitry,1999,1999,tt0207998,movie,better living through circuitry,better living through circuitry,0.0,1999.0,,85,"Documentary,Music"
1194,better off dead...,1985,1985,tt0088794,movie,better off dead...,better off dead...,0.0,1985.0,,97,"Comedy,Romance"
2631,better than chocolate,1999,1999,tt0168987,movie,better than chocolate,better than chocolate,0.0,1999.0,,101,"Comedy,Drama,Romance"
416,beverly hills cop iii,1994,1994,tt0109254,movie,beverly hills cop iii,beverly hills cop iii,0.0,1994.0,,104,"Action,Comedy,Crime"
1362,beverly hills ninja,1997,1997,tt0118708,movie,beverly hills ninja,beverly hills ninja,0.0,1997.0,,88,"Action,Comedy"
172,beyond rangoon,1995,1995,tt0112495,movie,beyond rangoon,beyond rangoon,0.0,1995.0,,100,"Action,Adventure,Drama"
2400,beyond the poseidon adventure,1979,1979,tt0078856,movie,beyond the poseidon adventure,beyond the poseidon adventure,0.0,1979.0,,114,"Action,Adventure"
576,bhaji on the beach,1993,1993,tt0106408,movie,bhaji on the beach,bhaji on the beach,0.0,1993.0,,101,"Comedy,Drama"
2962,bicentennial man,1999,1999,tt0182789,movie,bicentennial man,bicentennial man,0.0,1999.0,,132,"Drama,Sci-Fi"
2648,big,1988,1988,tt0094737,movie,big,big,0.0,1988.0,,104,"Comedy,Drama,Fantasy"
90,big bully,1996,1996,tt0115676,movie,big bully,big bully,0.0,1996.0,,90,"Comedy,Thriller"
2561,big daddy,1999,1999,tt0142342,movie,big daddy,big daddy,0.0,1999.0,,93,"Comedy,Drama"
3156,big fella,1937,1937,tt0028629,movie,big fella,big fella,0.0,1937.0,,73,"Drama,Musical"
3390,big momma's house,2000,2000,tt0208003,movie,big momma's house,big momma's house,0.0,2000.0,,99,"Action,Comedy,Crime"
965,big night,1996,1996,tt0115678,movie,big night,big night,0.0,1996.0,,109,"Drama,Romance"
3467,big trouble in little china,1986,1986,tt0090728,movie,big trouble in little china,big trouble in little china,0.0,1986.0,,99,"Action,Adventure,Comedy"
3616,bikini beach,1964,1964,tt0057887,movie,bikini beach,bikini beach,0.0,1964.0,,99,"Comedy,Music,Romance"
239,billy madison,1995,1995,tt0112508,movie,billy madison,billy madison,0.0,1995.0,,89,Comedy
659,billy's holiday,1995,1995,tt0112509,movie,billy's holiday,billy's holiday,0.0,1995.0,,92,Musical
80,bio-dome,1996,1996,tt0115683,movie,bio-dome,bio-dome,0.0,1996.0,,88,Comedy
3434,bird on a wire,1990,1990,tt0099141,movie,bird on a wire,bird on a wire,0.0,1990.0,,110,"Action,Comedy"
3123,birdy,1984,1984,tt0086969,movie,birdy,birdy,0.0,1984.0,,120,"Drama,War"
341,bitter moon,1992,1992,tt0104779,movie,bitter moon,bitter moon,0.0,1992.0,,139,"Drama,Romance,Thriller"
3582,bittersweet motel,2000,2000,tt0168515,movie,bittersweet motel,bittersweet motel,0.0,2000.0,,82,"Documentary,Music"
3266,black and white,1999,1999,tt0149898,movie,black and white,black and white,0.0,1999.0,,97,"Action,Mystery,Thriller"
3267,black and white,1999,1999,tt0165643,movie,black & white,black and white,0.0,1999.0,,98,"Crime,Drama,Music"
417,black beauty,1994,1994,tt0109279,movie,black beauty,black beauty,0.0,1994.0,,88,"Adventure,Drama,Family"
1765,black dog,1998,1998,tt0120610,movie,black dog,black dog,0.0,1998.0,,89,"Action,Crime,Drama"
103,black sheep,1996,1996,tt0115697,movie,black sheep,black sheep,0.0,1996.0,,87,Comedy
1923,blackbeard's ghost,1968,1968,tt0062737,movie,blackbeard's ghost,blackbeard's ghost,0.0,1968.0,,106,"Comedy,Family,Fantasy"
2092,blackmail,1929,1929,tt0019702,movie,blackmail,blackmail,0.0,1929.0,,85,"Crime,Thriller"
2043,blade,1998,1998,tt0120611,movie,blade,blade,0.0,1998.0,,120,"Action,Horror,Sci-Fi"
551,blade runner,1982,1982,tt0083658,movie,blade runner,blade runner,0.0,1982.0,,117,"Action,Drama,Sci-Fi"
2133,blame it on rio,1984,1984,tt0086973,movie,blame it on rio,blame it on rio,0.0,1984.0,,100,"Comedy,Romance"
1924,blank check,1994,1994,tt0109287,movie,blank check,blank check,0.0,1994.0,,93,"Comedy,Crime,Family"
2360,blast from the past,1999,1999,tt0124298,movie,blast from the past,blast from the past,0.0,1999.0,,112,"Comedy,Drama,Romance"
3404,blazing saddles,1974,1974,tt0071230,movie,blazing saddles,blazing saddles,0.0,1974.0,,93,"Comedy,Western"
3562,bless the child,2000,2000,tt0163983,movie,bless the child,bless the child,0.0,2000.0,,107,"Crime,Drama,Horror"
3167,blind date,1987,1987,tt0092666,movie,blind date,blind date,0.0,1987.0,,95,"Comedy,Romance"
956,bliss,1997,1997,tt0118742,movie,bliss,bliss,0.0,1997.0,,103,"Drama,Romance"
3125,blood feast,1963,1963,tt0056875,movie,blood feast,blood feast,0.0,1963.0,,67,Horror
2960,blood on the sun,1945,1945,tt0037547,movie,blood on the sun,blood on the sun,0.0,1945.0,,94,"Drama,Romance,Thriller"
3415,blood simple,1984,1984,tt0086979,movie,blood simple,blood simple,0.0,1984.0,,99,"Crime,Drama,Thriller"
2350,"blood, guts, bullets and octane",1998,1998,tt0163984,movie,"blood, guts, bullets and octane","blood, guts, bullets and octane",0.0,1998.0,,87,"Action,Comedy,Crime"
3211,bloodsport,1988,1988,tt0092675,movie,bloodsport,bloodsport,0.0,1988.0,,92,"Action,Biography,Drama"
418,blown away,1994,1994,tt0109303,movie,blown away,blown away,0.0,1994.0,,121,"Action,Crime,Drama"
420,blue chips,1994,1994,tt0109305,movie,blue chips,blue chips,0.0,1994.0,,108,"Drama,Sport"
3094,blue collar,1978,1978,tt0077248,movie,blue collar,blue collar,0.0,1978.0,,114,"Crime,Drama"
3352,blue hawaii,1961,1961,tt0054692,movie,blue hawaii,blue hawaii,0.0,1961.0,,102,"Comedy,Musical"
173,blue in the face,1995,1995,tt0112541,movie,blue in the face,blue in the face,0.0,1995.0,,83,Comedy
1254,blue juice,1995,1995,tt0112537,movie,blue juice,blue juice,0.0,1995.0,,90,"Comedy,Drama,Romance"
421,blue sky,1994,1994,tt0109306,movie,blue sky,blue sky,0.0,1994.0,,101,"Drama,Romance"
2708,blue streak,1999,1999,tt0181316,movie,blue streak,blue streak,0.0,1999.0,,93,"Action,Comedy,Crime"
1963,blue velvet,1986,1986,tt0090756,movie,blue velvet,blue velvet,0.0,1986.0,,120,"Crime,Drama,Mystery"
3095,bluebeard,1944,1944,tt0036653,movie,bluebeard,bluebeard,0.0,1944.0,,72,"Crime,Horror,Thriller"
1682,blues brothers 2000,1998,1998,tt0118747,movie,blues brothers 2000,blues brothers 2000,0.0,1998.0,,123,"Action,Comedy,Crime"
1115,bob roberts,1992,1992,tt0103850,movie,bob roberts,bob roberts,0.0,1992.0,,102,"Comedy,Drama"
2761,body heat,1981,1981,tt0082089,movie,body heat,body heat,0.0,1981.0,,113,"Crime,Drama,Romance"
1272,body parts,1991,1991,tt0101492,movie,body parts,body parts,0.0,1991.0,,88,"Horror,Sci-Fi,Thriller"
2809,body shots,1999,1999,tt0172627,movie,body shots,body shots,0.0,1999.0,,106,Drama
422,body snatchers,1993,1993,tt0106452,movie,body snatchers,body snatchers,0.0,1993.0,,87,"Horror,Sci-Fi"
859,bogus,1996,1996,tt0115725,movie,bogus,bogus,0.0,1996.0,,110,"Comedy,Family,Fantasy"
3089,boiler room,2000,2000,tt0181984,movie,boiler room,boiler room,0.0,2000.0,,120,"Crime,Drama,Thriller"
2969,boiling point,1993,1993,tt0106455,movie,boiling point,boiling point,0.0,1993.0,,92,"Action,Crime,Drama"
1047,bonnie and clyde,1967,1967,tt0061418,movie,bonnie and clyde,bonnie and clyde,0.0,1967.0,,111,"Action,Biography,Crime"
1592,boogie nights,1997,1997,tt0118749,movie,boogie nights,boogie nights,0.0,1997.0,,155,Drama
139,boomerang,1992,1992,tt0103859,movie,boomerang,boomerang,0.0,1992.0,,117,"Comedy,Drama,Romance"
3632,bootmen,2000,2000,tt0210584,movie,bootmen,bootmen,0.0,2000.0,,95,"Comedy,Drama,Romance"
1396,booty call,1997,1997,tt0118750,movie,booty call,booty call,0.0,1997.0,,79,"Comedy,Romance"
3475,boricua's bond,2000,2000,tt0217287,movie,boricua's bond,boricua's bond,0.0,2000.0,,105,Drama
3210,born american,1986,1986,tt0091313,movie,born american,born american,0.0,1986.0,,97,"Action,Drama,Thriller"
3010,born to win,1971,1971,tt0066856,movie,born to win,born to win,0.0,1971.0,,88,"Comedy,Crime,Drama"
3122,born yesterday,1950,1950,tt0042276,movie,born yesterday,born yesterday,0.0,1950.0,,103,"Comedy,Drama,Romance"
117,bottle rocket,1996,1996,tt0115734,movie,bottle rocket,bottle rocket,0.0,1996.0,,91,"Comedy,Crime,Drama"
845,bound,1996,1996,tt0115736,movie,bound,bound,0.0,1996.0,,109,"Crime,Thriller"
3148,bound for glory,1976,1976,tt0074235,movie,bound for glory,bound for glory,0.0,1976.0,,147,"Biography,Drama,Music"
2626,bowfinger,1999,1999,tt0131325,movie,bowfinger,bowfinger,0.0,1999.0,,97,Comedy
423,boxing helena,1993,1993,tt0106471,movie,boxing helena,boxing helena,0.0,1993.0,,107,"Drama,Mystery,Romance"
697,boys,1996,1996,tt0115742,movie,boys,boys,0.0,1996.0,,86,"Drama,Mystery,Romance"
3469,boys and girls,2000,2000,tt0204175,movie,boys and girls,boys and girls,0.0,2000.0,,94,"Comedy,Drama,Romance"
2754,boys don't cry,1999,1999,tt0171804,movie,boys don't cry,boys don't cry,0.0,1999.0,,118,"Biography,Crime,Drama"
1398,boys life 2,1997,1997,tt0118762,movie,boys life 2,boys life 2,0.0,1997.0,,74,Drama
241,boys on the side,1995,1995,tt0112571,movie,boys on the side,boys on the side,0.0,1995.0,,115,"Comedy,Drama"
3490,braddock: missing in action iii,1988,1988,tt0094792,movie,braddock: missing in action iii,braddock: missing in action iii,0.0,1988.0,,103,"Action,War"
1178,braindead,1992,1992,tt0103873,movie,dead alive,braindead,0.0,1992.0,,104,"Comedy,Fantasy,Horror"
1460,brassed off,1996,1996,tt0115744,movie,brassed off,brassed off,0.0,1996.0,,108,"Comedy,Drama,Music"
129,braveheart,1995,1995,tt0112573,movie,braveheart,braveheart,0.0,1995.0,,178,"Biography,Drama,History"
1141,brazil,1985,1985,tt0088846,movie,brazil,brazil,0.0,1985.0,,132,"Drama,Sci-Fi"
1439,breakdown,1997,1997,tt0118771,movie,breakdown,breakdown,0.0,1997.0,,93,"Crime,Drama,Mystery"
